customer_id,product_id
100,12
100,6
100,11
100,12
100,15
100,13
100,18
100,9
100,6
100,8
100,11
100,14
100,12
100,3
100,18
100,17
100,8
100,4
100,2
100,17
100,17
100,13
100,18
100,10
100,1
100,12
100,0
100,4
100,11
100,16
100,13
100,7
100,7
100,2
100,6
100,12
100,2
100,5
100,9
100,19
100,9
100,14
100,8
100,2
100,18
100,0
100,0
100,19
100,19
100,7
100,11
100,7
100,13
100,11
100,2
100,14
100,2
100,1
100,6
100,4
100,10
100,1
100,14
100,0
100,7
100,17
100,17
100,19
100,14
100,13
100,18
100,16
100,1
100,17
100,12
100,6
100,4
100,12
100,8
100,15
100,13
100,9
100,13
100,13
100,6
100,0
100,4
100,5
100,19
100,19
100,8
100,18
100,13
100,19
100,14
100,7
100,2
100,5
100,6
100,3
100,8
100,11
100,2
100,18
100,15
100,18
100,1
100,18
100,2
100,10
100,4
100,10
100,13
100,10
100,9
100,11
100,9
100,2
100,12
100,12
101,15
101,18
101,8
101,5
101,11
101,7
101,0
101,16
101,7
101,12
101,18
101,15
101,17
101,4
101,10
101,11
101,2
101,10
101,13
101,4
101,19
101,5
101,9
101,17
101,18
101,16
101,4
101,12
101,6
101,9
101,5
101,19
101,5
101,13
101,11
101,8
101,11
101,15
101,10
101,19
101,7
101,7
101,16
101,6
101,4
101,10
101,4
101,9
101,0
101,6
101,14
101,6
101,18
101,6
101,11
101,5
101,14
101,10
101,13
101,18
101,14
101,15
101,3
101,13
101,19
101,4
101,7
101,13
101,16
101,7
101,12
101,12
101,4
101,5
101,5
101,0
101,3
101,13
101,10
101,14
101,14
101,15
101,4
101,8
101,14
101,18
101,11
101,5
101,19
101,2
101,8
101,14
101,10
101,9
101,17
101,11
101,18
101,8
101,9
101,10
101,6
101,18
101,6
101,16
101,5
101,17
101,7
101,7
101,16
101,6
101,9
101,10
101,10
101,2
101,8
101,12
101,15
101,2
102,0
102,5
102,15
102,11
102,10
102,4
102,15
102,19
102,15
102,6
102,1
102,14
102,19
102,11
102,11
102,12
102,0
102,15
102,10
102,5
102,15
102,6
102,13
102,12
102,2
102,16
102,8
102,3
102,11
102,8
102,18
102,15
102,9
102,5
102,1
102,7
102,13
102,9
102,6
102,0
102,14
102,0
102,4
102,7
102,9
102,16
102,14
102,9
102,2
102,6
102,1
102,0
102,5
102,8
102,2
102,19
102,16
102,5
102,13
102,17
102,4
102,5
102,16
102,6
102,17
102,14
102,1
102,6
102,3
102,3
102,4
102,17
102,5
102,3
102,16
102,19
102,12
102,11
102,9
102,1
102,1
102,8
102,17
102,12
102,14
102,5
102,4
102,0
102,3
102,17
102,11
102,4
102,11
102,4
102,7
102,14
102,17
102,4
102,2
102,6
102,7
102,1
102,0
102,3
102,7
102,16
102,15
102,9
102,14
102,18
102,11
102,18
102,6
102,9
102,14
102,15
102,5
102,11
102,12
102,13
102,7
102,6
102,11
102,18
102,6
102,10
102,17
102,10
102,4
102,16
102,7
102,14
102,4
102,8
102,14
102,5
102,10
102,11
102,16
102,5
102,14
102,16
102,16
102,14
102,11
102,19
102,10
102,1
102,10
103,14
103,15
103,17
103,10
103,0
103,8
103,7
103,12
103,1
103,2
103,13
103,19
103,15
103,15
103,14
103,2
103,9
103,3
103,0
103,19
103,11
103,11
103,10
103,4
103,3
103,19
103,18
103,17
103,11
103,6
103,3
103,4
103,11
103,17
103,7
103,19
103,6
103,6
103,9
103,14
103,12
103,7
103,0
103,5
103,12
103,13
103,14
103,4
103,9
103,8
103,0
103,17
103,19
