customer_id,product_id
1,31
1,51
1,30
1,11
1,9
1,58
2,16
2,52
2,5
3,27
3,57
3,55
3,62
4,29
4,9
5,37
5,33
5,26
5,24
5,59
6,63
6,36
7,51
7,42
7,47
7,11
8,47
8,13
8,12
8,63
8,37
8,16
8,51
8,4
9,25
9,36
9,33
9,7
9,17
9,59
9,29
9,23
10,22
11,38
11,42
11,64
11,26
11,23
11,61
11,9
11,31
12,42
12,37
13,36
13,40
13,64
13,23
13,53
13,38
14,56
14,43
14,49
14,51
14,40
14,24
14,13
14,19
15,62
16,50
16,46
16,40
16,19
17,57
17,20
17,6
17,33
17,52
17,5
18,17
18,35
18,18
18,50
18,57
18,62
18,7
18,3
18,42
19,31
19,51
19,4
19,42
19,29
20,46
20,38
