customer_id,product_id
1,36
2,79
2,104
2,45
2,47
2,42
2,68
2,41
3,39
3,124
3,73
3,109
3,47
3,108
3,57
3,101
3,120
3,84
4,3
4,31
4,106
4,7
4,59
4,33
5,68
5,44
6,16
6,22
6,43
6,14
6,127
7,36
7,119
7,71
8,118
8,54
8,109
8,58
9,124
9,52
9,55
9,83
9,27
9,14
10,53
10,8
10,118
10,82
11,110
11,70
11,53
11,107
11,71
11,7
11,9
11,15
12,56
12,72
13,121
13,22
13,97
13,85
13,64
13,9
13,96
13,108
14,124
15,43
15,70
15,96
15,32
15,113
15,3
15,36
16,14
16,5
16,78
16,55
16,3
16,103
16,126
16,45
17,89
17,95
17,121
17,116
17,112
17,18
17,46
17,110
17,27
18,23
18,68
18,42
18,118
18,107
18,10
18,122
18,88
19,45
19,80
20,43
20,105
20,111
