customer_id,product_id
1,172
1,242
2,158
3,188
3,55
3,2
3,228
3,49
3,42
3,38
4,21
4,212
4,78
4,90
4,48
4,179
4,62
4,204
4,190
5,192
5,74
6,66
6,107
6,238
7,89
7,112
7,176
8,204
8,222
8,51
8,232
8,96
9,117
9,6
9,76
9,191
9,116
9,213
9,250
9,89
9,135
9,193
10,105
10,44
10,122
10,33
10,253
10,108
10,31
10,48
11,58
11,247
11,41
11,197
11,44
11,5
11,115
11,112
12,15
12,119
12,31
12,237
12,143
13,36
13,4
13,147
13,236
13,114
13,118
13,253
13,117
14,191
14,20
15,121
15,250
15,212
15,200
15,166
16,152
16,1
16,157
16,34
16,20
16,201
16,75
16,33
17,70
17,85
17,45
17,193
17,25
17,125
17,88
18,203
18,3
18,254
18,189
18,17
18,109
18,64
18,200
18,23
18,21
19,39
19,118
19,12
19,159
19,33
20,189
