customer_id,product_id
1,26
1,669
1,404
1,123
1,931
2,468
2,82
2,237
2,121
2,83
2,886
3,585
3,654
3,46
3,341
3,977
4,944
4,31
4,49
4,363
4,1010
4,722
4,510
4,533
5,150
5,204
5,508
5,391
5,168
5,818
5,237
5,331
5,196
5,758
6,186
6,937
6,576
7,325
7,1005
7,104
7,63
7,536
7,403
7,807
8,383
9,449
9,177
9,919
9,643
9,910
9,497
10,253
10,712
10,6
10,48
10,269
10,399
10,490
10,59
10,738
10,289
11,822
11,726
11,167
12,712
12,547
12,835
12,679
12,688
12,86
12,889
13,826
13,419
13,794
13,400
13,908
13,462
13,755
13,357
13,544
13,638
14,805
14,51
14,759
14,577
14,511
14,93
14,660
14,167
15,293
15,855
15,365
15,732
15,740
15,971
15,847
15,955
15,129
16,321
16,512
16,254
16,635
17,631
17,412
17,309
18,464
18,241
18,295
18,201
18,168
18,502
18,825
19,1017
19,351
19,756
19,12
19,718
19,959
19,318
20,54
20,1008
20,1009
20,443
