customer_id,product_id
1,3387
1,3362
1,2775
1,971
1,1713
1,125
1,489
1,1417
2,3249
3,3807
3,3995
3,1361
3,2308
3,1044
4,2816
4,320
4,2146
4,2698
5,3049
5,2275
5,1556
5,2502
5,2979
5,2357
5,137
6,2605
6,2376
6,1127
6,2460
7,1151
7,3945
7,1489
8,528
8,3416
8,256
8,405
8,2418
9,1042
9,2963
9,3247
9,2108
9,2078
9,2930
10,4012
10,1028
10,960
10,963
10,3452
10,731
10,3344
10,2957
11,1786
11,1833
12,1865
12,2945
12,2643
12,3123
12,2455
13,478
14,1585
14,2514
14,1204
14,911
14,3871
14,379
15,2219
15,621
15,110
15,3639
16,3807
16,2157
16,2630
16,2979
16,599
16,1079
16,3060
16,3718
17,2245
17,893
17,635
18,1212
18,1628
18,1408
18,1346
19,4084
19,3651
19,2955
19,2364
19,2448
20,3224
20,2654
20,1542
20,1885
20,2066
20,3274
20,1037
20,204
20,64
