customer_id,product_id
100,7
100,5
100,3
100,3
100,4
100,9
100,4
100,4
100,3
100,2
100,2
100,7
100,7
100,6
100,6
100,1
100,3
100,2
100,4
100,6
100,0
100,5
100,4
100,7
100,7
100,5
100,3
100,6
100,0
100,6
100,8
100,0
100,5
100,2
100,2
100,0
100,8
100,1
100,3
100,4
100,4
100,7
100,2
100,2
100,8
100,0
100,6
100,4
100,7
100,4
100,4
100,9
100,1
100,7
100,9
100,5
100,6
100,3
100,7
100,7
100,0
100,0
100,9
100,1
100,1
100,2
100,8
100,8
100,7
100,5
100,7
100,7
100,1
100,5
100,7
100,1
100,8
100,2
100,1
100,0
100,5
100,7
100,9
100,6
100,3
100,4
100,1
100,1
101,2
101,7
101,4
101,7
101,7
101,3
101,7
101,2
101,0
101,1
101,1
101,6
101,1
101,7
101,5
101,0
101,7
101,5
101,6
101,6
101,9
101,0
101,4
101,5
101,3
101,2
101,2
101,6
101,0
101,5
101,6
101,8
101,3
101,7
101,5
101,3
101,9
101,8
101,7
101,1
101,2
101,9
101,3
101,3
101,6
101,5
101,4
101,6
101,0
101,3
101,1
101,8
101,8
101,1
101,5
101,7
101,2
101,7
101,8
101,1
101,8
101,7
101,5
101,1
101,2
101,3
101,2
101,0
101,5
101,8
101,4
101,9
101,1
101,6
101,4
101,1
101,9
101,3
101,8
101,1
101,8
101,6
101,5
101,4
101,9
101,0
101,9
101,3
101,0
101,1
101,9
101,3
101,0
101,5
101,3
101,9
101,5
101,9
101,2
102,6
102,4
102,9
102,7
102,8
102,9
102,5
102,1
102,8
102,5
102,8
102,9
102,3
102,1
102,4
102,7
102,1
102,2
102,4
102,0
102,3
102,1
102,6
102,3
102,0
102,0
102,2
102,0
102,4
102,0
102,8
102,6
102,4
102,6
102,7
102,9
102,2
102,3
102,6
102,2
102,2
102,3
102,8
102,8
102,4
102,5
102,0
102,1
102,9
102,5
102,4
102,8
102,7
102,9
102,8
102,3
102,9
102,1
102,1
102,7
102,6
102,0
102,2
102,6
102,5
102,8
102,7
102,3
102,7
102,6
102,8
102,4
102,0
102,8
102,2
102,9
102,4
103,6
103,3
103,9
103,9
103,8
103,0
103,0
103,5
103,7
103,8
103,5
103,5
103,1
103,0
103,6
103,0
103,5
103,2
103,7
103,3
103,4
103,3
103,9
103,5
103,4
103,6
103,0
103,7
103,2
103,4
103,5
103,6
103,1
103,9
103,6
103,5
103,5
103,1
103,0
103,3
103,3
103,9
103,6
103,5
103,3
103,1
103,4
103,0
103,3
103,1
103,6
103,7
103,0
103,7
103,4
103,1
103,7
103,7
103,5
103,4
103,6
103,2
103,1
103,3
103,3
103,8
103,8
103,1
103,4
103,9
103,8
103,1
103,3
103,7
103,0
103,7
103,6
103,5
103,3
103,8
103,3
104,4
104,1
104,1
104,6
104,0
104,6
104,9
104,6
104,7
104,2
104,8
104,8
104,4
104,8
104,1
104,6
104,0
104,3
104,2
104,8
104,6
104,1
104,2
104,1
104,3
104,5
104,5
104,9
104,5
104,6
104,5
104,7
104,0
104,5
104,2
104,4
104,2
104,4
104,3
104,0
104,0
104,6
104,2
104,6
104,5
104,7
104,4
104,0
104,4
104,5
104,1
104,1
104,0
104,8
104,4
104,4
104,7
104,9
104,0
104,7
104,2
104,5
104,8
104,0
104,4
104,1
104,3
104,8
104,5
104,1
104,3
104,4
104,9
104,7
104,2
104,6
104,6
104,8
104,1
104,0
104,2
104,0
104,8
104,3
104,0
104,7
104,5
104,5
104,9
105,4
105,5
105,7
105,8
105,8
105,8
105,5
105,0
105,2
105,4
105,3
105,6
105,2
105,3
105,3
105,4
105,1
105,3
105,8
105,1
105,9
105,5
105,1
105,1
105,6
105,9
105,1
105,2
105,5
105,2
105,2
105,9
105,0
105,3
105,3
105,4
105,2
105,1
105,7
105,5
105,3
105,5
105,5
105,8
105,0
105,7
105,5
105,3
105,3
105,4
105,7
105,2
105,1
105,5
105,8
105,6
105,3
105,0
105,7
105,3
105,3
105,5
105,9
105,2
105,0
105,3
105,8
105,5
105,1
105,7
105,3
105,3
105,4
105,6
105,8
105,2
105,3
105,4
