customer_id,product_id
100,1
100,4
101,3
101,1
101,3
101,0
101,1
102,1
102,3
102,0
102,0
102,1
102,3
103,2
103,4
103,1
104,0
104,3
104,3
104,2
104,3
104,2
105,3
105,3
105,2
105,1
106,0
106,2
107,2
107,4
107,0
108,0
108,3
108,0
108,2
109,3
109,0
109,2
109,2
109,1
109,4
110,4
110,2
110,3
111,3
111,4
111,1
111,3
111,1
111,2
112,1
112,2
112,4
112,2
112,3
113,3
113,4
113,0
113,2
114,1
114,0
114,4
115,1
115,3
115,4
115,3
115,2
116,2
117,3
117,0
117,4
117,3
118,2
118,2
118,1
118,1
118,1
118,0
118,4
119,3
119,2
119,1
120,1
120,1
120,2
120,3
121,1
122,0
122,2
122,3
122,3
122,2
123,3
123,2
123,2
124,2
125,0
125,0
125,2
126,3
126,3
126,3
126,2
126,3
127,0
127,1
127,1
127,1
127,3
127,0
128,2
128,0
128,3
128,4
128,1
129,3
129,4
129,2
129,0
129,3
130,2
130,0
130,3
131,4
131,1
131,1
131,1
131,4
